Right_Answer,Answer,No
cook,and,177
cook,savoring,177
cook,chho,178
cook,thm,178
cook,thm,178
cook,thm,178
cook,chick,179
cook,chick,179
cook,tss,179
cook,child,180
cook,childish,181
cook,chinchinytsss,182
cook,chink,183
cook,chink,183
cook,tsss,183
cook,rabdam,183
cook,rabdadam,183
cook,chisk,184
cook,chisk,184
cook,tssss,184
cook,gurgle,184
cook,gurgle,184
cook,gurgle,184
cook,chit..chit....sssss...blabla!,185
cook,cho,186
cook,cho,186
cook,shhh,186
cook,chu,187
cook,chu,187
cook,ciuk,188
cook,ciuk,188
cook,cii,188
cook,blupblupblup,188
cook,cleaning,189
cook,teeth,189
cook,coffee,190
cook,cold,191
cook,come,192
cook,completely,193
cook,have,193
cook,no,193
cook,"idea,",193
cook,kinda,193
cook,of,193
cook,stange,193
cook,sounds,193
cook,confused,194
cook,contemplating,195
cook,cooking,196
cook,"cooking,",197
cook,boiling,197
cook,"coughing,",198
cook,gurgling,198
cook,cymbal,199
cook,cymbals,200
cook,cymbals,201
cook,crashing,201
cook,danger,202
cook,deflate,203
cook,delicate,204
cook,delicious,205
cook,delicous,206
cook,disappointed,207
cook,disapproving,208
cook,disbelieve,209
cook,dishsoap,210
cook,in,210
cook,water,210
cook,diss,211
cook,dissapointment,212
cook,distracted,213
cook,diving,214
cook,do,215
cook,not,215
cook,know,215
cook,dog,216
cook,sleeping,216
cook,doing,217
cook,an,217
cook,impression,217
cook,don't,218
cook,belive,218
cook,it,218
cook,don't,219
cook,know,219
cook,don't,220
cook,try,220
cook,it,220
cook,drink,221
cook,drink,222
cook,someting,222
cook,drinking,223
cook,drinking,224
cook,and,224
cook,tasting,224
cook,drinking,225
cook,from,225
cook,a,225
cook,straw,225
cook,drinking,226
cook,hot,226
cook,drink,226
cook,drinking,227
cook,smoothie,227
cook,"drinking,",228
cook,swallowing,228
cook,drowned,229
cook,drowning,230
cook,drum,231
cook,drum,232
cook,cymbal,232
cook,noise,232
cook,drum,233
cook,cymbals,233
cook,drumbeat,234
cook,drums,235
cook,dynamite,236
cook,under,236
cook,water,236
cook,eat,237
cook,eating,238
cook,eating,239
cook,(vacuum),239
cook,eating,240
cook,soup,240
cook,eating,241
cook,spaghetti,241
cook,echo,242
cook,engine,243
cook,start,243
cook,excited,244
cook,to,244
cook,eat,244
cook,fall,245
cook,down,245
cook,stairs,245
cook,fast,246
cook,fear,247
cook,feeding,248
cook,child,248
cook,airplane,248
cook,feeling,249
cook,lazy,249
cook,fhhhh,250
cook,mlask,250
cook,mlask,250
cook,mlask,250
cook,fire,251
cook,firework,252
cook,fruaah,253
cook,frying,254
cook,egg,254
cook,funny,255
cook,mouth,255
cook,sounds,255
cook,garble,256
cook,get,257
cook,back,257
cook,gibberish,258
cook,give,259
cook,you,259
cook,glass,260
cook,breaking,260
cook,grilling,261
cook,gun,262
cook,sounds,262
cook,gurgling,263
cook,having,264
cook,a,264
cook,shower,264
cook,having,265
cook,soup,265
cook,heat,266
cook,in,266
cook,water,266
cook,heating,267
cook,hot,267
cook,food,267
cook,hey,268
cook,hhowmcmmcmmcm,269
cook,hi,270
cook,hat,270
cook,hi-hat,271
cook,hiiii,272
cook,nam,272
cook,nam,272
cook,hiss,273
cook,hisses,274
cook,hissing,275
cook,horse,276
cook,eating,276
cook,hot,277
cook,hot,278
cook,oil,278
cook,hum,279
cook,i,280
cook,dont,280
cook,know,280
cook,idk,281
cook,ignite,282
cook,imitating,283
cook,immitating,284
cook,bird,284
cook,incoherent,285
cook,sounds,285
cook,inhale,286
cook,and,286
cook,savor,286
cook,insect,287
cook,instrumental,288
cook,music,288
cook,jazz,289
cook,juuuuuu,290
cook,ppp,290
cook,keep,291
cook,talking,291
cook,khow,292
cook,gup,292
cook,kwaa,293
cook,tap,293
cook,tap,293
cook,tap,293
cook,lighting,294
cook,up,294
cook,like,295
cook,machine,296
cook,madness,297
cook,make,298
cook,fun,298
cook,mess,299
cook,mimic,300
cook,music,300
cook,minecraft,301
cook,lava,301
cook,intem,301
cook,modern,302
cook,music,302
cook,motor,303
cook,moutbh,304
cook,noise,304
cook,and,304
cook,sipping,304
cook,mouth,305
cook,drum,305
cook,mouth,306
cook,sound,306
cook,mouth,307
cook,warmup,307
cook,munch,308
cook,munching,309
cook,music,310
cook,noises,311
cook,nudge,312
cook,of,313
cook,course,313
cook,oomtutu,314
cook,open,315
cook,and,315
cook,pour,315
cook,open,316
cook,the,316
cook,bottle,316
cook,opening,317
cook,opening,318
cook,a,318
cook,can,318
cook,opening,319
cook,a,319
cook,pump,319
cook,opening,320
cook,coke,320
cook,and,320
cook,drink,320
cook,pasta,321
cook,pff,322
cook,mnham,322
cook,mham,322
cook,photo,323
cook,playing,324
cook,playing,325
cook,",",325
cook,silly,325
cook,playing,326
cook,a,326
cook,baby,326
cook,playing,327
cook,cymbals,327
cook,playing,328
cook,train,328
cook,pouring,329
cook,water,329
cook,pressure,330
cook,release,330
cook,printer,331
cook,pssss,332
cook,psssss,332
cook,psuhhhf...psuhhff,333
cook,ptsiptsi,334
cook,quiet,335
cook,"quiet,",336
cook,too,336
cook,noisy,336
cook,rain,337
cook,random,338
cook,rooomtmtmt,339
cook,run,340
cook,rythm,341
cook,sarcasm,342
cook,sauna,343
cook,savoring,344
cook,taste,344
cook,shaking,345
cook,bottle,345
cook,cola,345
cook,shooting,346
cook,show,347
cook,off,347
cook,showing,348
cook,off,348
cook,silly,349
cook,silly,350
cook,noises,350
cook,sim,351
cook,sing,352
cook,sink,353
cook,sounds,353
cook,sipping,354
cook,sizzle,355
cook,sizzling,356
cook,and,356
cook,drinking,356
cook,sleep,357
cook,sleeping,358
cook,sleeping,359
cook,noises,359
cook,slow,360
cook,slurp,361
cook,slurp,362
cook,noodles,362
cook,slurping,363
cook,slurping,364
cook,soup,364
cook,smack,365
cook,smacking,366
cook,mouth,366
cook,smell,367
cook,and,367
cook,eat,367
cook,smoking,368
cook,snake,369
cook,snake,370
cook,sound,370
cook,snake,371
cook,sounds,371
cook,sniffing,372
cook,snore,373
cook,snoring,374
cook,snoring,375
cook,while,375
cook,lipping,375
cook,lips,375
cook,"snoring,",376
cook,slurping,376
cook,snort,377
cook,snort,378
cook,smack,378
cook,smack,378
cook,smack,378
cook,soda,379
cook,can,379
cook,soft,380
cook,drinks,380
cook,soft,381
cook,tst,381
cook,tst,381
cook,(like,381
cook,a,381
cook,cymbal),381
cook,"sound,",382
cook,man,382
cook,soup,383
cook,spicy,384
cook,splashing,385
cook,spray,386
cook,spraying,387
cook,starting,388
cook,engine,388
cook,starting,389
cook,machine,389
cook,steam,390
cook,iron,390
cook,steam,391
cook,train,391
cook,straw,392
cook,stretching,393
cook,after,393
cook,waking,393
cook,suck,394
cook,sucking,395
cook,swimming,396
cook,taste,397
cook,taste,398
cook,testing,398
cook,tasting,399
cook,tasty,400
cook,tch,401
cook,tch,401
cook,tsss,401
cook,blah,401
cook,blah,401
cook,blah,401
cook,tea,402
cook,drinking,402
cook,tease,403
cook,thank,404
cook,you,404
cook,that's,405
cook,enough,405
cook,thinking,406
cook,thirsty,407
cook,this,408
cook,is,408
cook,what,408
cook,happened,408
cook,throwing,409
cook,tink,410
cook,tink,410
cook,tsss,410
cook,bllrb,410
cook,tire,411
cook,pressure,411
cook,tiss,412
cook,tititshibububu,413
cook,to,414
cook,sniff,414
cook,tongue,415
cook,tongue,416
cook,sounds,416
cook,too,417
cook,hot,417
cook,toothbrush,418
cook,train,419
cook,truck,420
cook,braking,420
cook,ts,421
cook,ts,421
cook,ts,422
cook,ts,422
cook,ts,422
cook,blblblblbl,422
cook,ts,423
cook,tss,423
cook,tsc,424
cook,tsc,424
cook,tsc,425
cook,tsc,425
cook,blum,425
cook,tschh,426
cook,,426
cook,tschh,426
cook,tse,427
cook,tse,427
cook,tsh,428
cook,tsh,428
cook,ccc,428
cook,blbblbl,428
cook,tsk,429
cook,tsk,430
cook,tsk,430
cook,tss,431
cook,tss,431
cook,tss,432
cook,tsss,432
cook,tss-tss,433
cook,tssk,434
cook,tssk,434
cook,tissss,434
cook,tsss,435
cook,tss,435
cook,tsss,436
cook,tss..,436
cook,tsss,437
cook,tsss,437
cook,tsss,438
cook,tssss,438
cook,tsts,439
cook,tststs,440
cook,tststststss,441
cook,tuk,442
cook,tuk,442
cook,tuk,442
cook,tss,442
cook,plup,442
cook,turning,443
cook,on,443
cook,water,443
cook,turning,444
cook,up,444
cook,the,444
cook,oven,444
cook,tut,445
cook,tututshh,446
cook,mlmlml,446
cook,using,447
cook,a,447
cook,spoon,447
cook,using,448
cook,tools,448
cook,vehicle,449
cook,voices?,449
cook,vocal,450
cook,nonsense,450
cook,waiting,451
cook,wake,452
cook,up,452
cook,warm,453
cook,ups,453
cook,warning,454
cook,wash,455
cook,waste,456
cook,water,457
cook,water,458
cook,effects,458
cook,weapons,459
cook,weird,460
cook,vocal,460
cook,sitimming,460
cook,who,461
cook,knows!,461
cook,whoosh,462
cook,chomp,462
cook,chomp,462
cook,chomp,462
cook,whuuu,463
cook,platt,463
cook,platt,463
cook,platt,463
cook,whuuuuuu,464
cook,ciam,464
cook,ciam,464
cook,ciam,464
cook,wind,465
cook,wine,466
cook,tasting,466
cook,sound,466
cook,yummy,467
cook,soup,467
cook,“looks,468
cook,delicious!”,468
cook,“turn,469
cook,it,469
cook,on”,469
cook,NA,470
cut,accelerated,1
cut,snorting,1
cut,aggressively,2
cut,snoring,2
cut,agony,3
cut,animal,4
cut,chaser,4
cut,animal,5
cut,sound,5
cut,annoyed,6
cut,beat,7
cut,beat,8
cut,of,8
cut,electronic,8
cut,music,8
cut,breath,9
cut,breathing,10
cut,heavily,10
cut,cd,11
cut,spining,11
cut,call,12
cut,can,13
cut,catching,14
cut,breath,14
cut,chopping,15
cut,chu,16
cut,chu,16
cut,chu,16
cut,click,17
cut,cut,18
cut,cut,19
cut,it,19
cut,cutting,20
cut,cutting,21
cut,hair,21
cut,cutting,22
cut,something,22
cut,cutting,23
cut,thinly,23
cut,don't,24
cut,know,24
cut,danger,25
cut,deck,26
cut,of,26
cut,cards,26
cut,desperate,27
cut,digging,28
cut,disappointment,29
cut,"disapproval,",30
cut,dog,31
cut,dog,32
cut,breathing,32
cut,donkey,33
cut,eating,34
cut,fench,35
cut,buldog,35
cut,flick,36
cut,flicker,37
cut,flicking,38
cut,paper,38
cut,ft,39
cut,ft,39
cut,ft,39
cut,ft,39
cut,grunt,40
cut,gasping,41
cut,go,42
cut,away,42
cut,growl,43
cut,horse,44
cut,heavy,45
cut,breathing,45
cut,hissing,46
cut,sound,46
cut,hit,47
cut,imitating,48
cut,beat,48
cut,intense,49
cut,irritated,50
cut,i’m,51
cut,tired,51
cut,jujo,52
cut,jujo,52
cut,jujo,52
cut,knocking,53
cut,lighter,54
cut,lighting,55
cut,a,55
cut,lighter,55
cut,like,56
cut,opening,56
cut,can,56
cut,małe,57
cut,wheezing,57
cut,mouth,58
cut,mouth,59
cut,drums,59
cut,mouth,60
cut,sounds,60
cut,mystery,61
cut,no,62
cut,never,62
cut,not,63
cut,sure,63
cut,opening,64
cut,opening,65
cut,a,65
cut,lid,65
cut,panting,66
cut,paper,67
cut,like,67
cut,sound,67
cut,pig,68
cut,pig,69
cut,noise,69
cut,pigs,70
cut,playing,71
cut,with,71
cut,cards,71
cut,possible,72
cut,quiet,73
cut,quiet,73
cut,quiet,73
cut,reloading,74
cut,sound,75
cut,saw,76
cut,sawing,77
cut,scissor,78
cut,scratch,79
cut,scratching,80
cut,scratching,81
cut,nose,81
cut,scrubbing,82
cut,shame,83
cut,on,83
cut,you,83
cut,shave,84
cut,short,85
cut,blowing,85
cut,shuffle,86
cut,slicing,87
cut,"slicing,",88
cut,whittling,88
cut,smokker,89
cut,run,89
cut,sneak,90
cut,snipping,91
cut,snipping,92
cut,or,92
cut,cutting,92
cut,snoaring,93
cut,snoozing,94
cut,imitation,94
cut,snoring,95
cut,snort,96
cut,soda,97
cut,popping,97
cut,something,98
cut,dashing,98
cut,fast,98
cut,spray,99
cut,spray,100
cut,bottle,100
cut,spraying,101
cut,strange,102
cut,high,102
cut,sounds,102
cut,stressed,103
cut,"stuffy,",104
cut,congested,104
cut,sucking,105
cut,sound,105
cut,sweeping,106
cut,swipe,107
cut,tak,108
cut,tsk,108
cut,tsk,108
cut,tee,109
cut,ticking,110
cut,ticking,111
cut,time,111
cut,tik,112
cut,tok,112
cut,tiniest,113
cut,wooden,113
cut,sword,113
cut,sounds,113
cut,tired,114
cut,tiredness,115
cut,"tiredness,",116
cut,physical,116
cut,effort,116
cut,to,117
cut,spit,117
cut,train,118
cut,trouble,119
cut,"breathing,",119
cut,pug,119
cut,tsikitsikitsiki,120
cut,tsk,121
cut,tsk,121
cut,tsk,121
cut,tsuk,122
cut,tsuk,122
cut,typping,123
cut,upbeat,124
cut,vocal,125
cut,exercise,125
cut,walk,126
cut,weird,127
cut,women’s,128
cut,ticking,128
cut,writing,129
cut,about,130
cut,to,130
cut,spit,130
cut,adhesive,131
cut,tape,131
cut,adults,132
cut,talking,132
cut,child,132
cut,aggressive,133
cut,anger,134
cut,"anger,",135
cut,agitated,135
cut,angry,136
cut,angry,137
cut,cat,137
cut,angry,138
cut,dog,138
cut,anxious,139
cut,"anxious,",140
cut,stressed,140
cut,argument,141
cut,asmr,142
cut,attention,143
cut,barking,144
cut,beat,145
cut,beat,146
cut,box,146
cut,beatboxing,147
cut,bicycle,148
cut,pump,148
cut,bird,149
cut,bored,150
cut,bottle,151
cut,breathe,152
cut,hard,152
cut,breathe,153
cut,heavily,153
cut,breathing,154
cut,loudly,154
cut,breathing,155
cut,problem,155
cut,breathless,156
cut,broken,157
cut,buldog,158
cut,burd,159
cut,call,160
cut,calling,161
cut,a,161
cut,cat,161
cut,camera,162
cut,can,163
cut,open,163
cut,can,164
cut,opener,164
cut,can't,165
cut,breath,165
cut,cannot,166
cut,breathe,166
cut,cat,167
cut,loud,167
cut,purring,167
cut,chachacho,168
cut,chocking,169
cut,chop,170
cut,chopping,171
cut,"chu,",172
cut,"chu,",172
cut,"chu,",172
cut,chu,172
cut,clack,173
cut,clakc,173
cut,clack,173
cut,cleaning,174
cut,clear,175
cut,throat,175
cut,click,176
cut,clicker,177
cut,or,177
cut,puncher,177
cut,clicking,178
cut,clicking,179
cut,tongue,179
cut,clock,180
cut,clock,181
cut,ticking,181
cut,critter,182
cut,cut,183
cut,cut,184
cut,wood,184
cut,cutting,185
cut,cutting,186
cut,leaves,186
cut,cutting,187
cut,noise,187
cut,cutting,188
cut,paper,188
cut,cutting,189
cut,sound,189
cut,cutting,190
cut,with,190
cut,saw,190
cut,cutting,191
cut,wood,191
cut,cyk,192
cut,cyk,192
cut,desperate,193
cut,dialing,194
cut,difficult,195
cut,dip,196
cut,dip,196
cut,dip,196
cut,dip,196
cut,disappointed,197
cut,disapprove,198
cut,dj'ing,199
cut,do,200
cut,it,200
cut,like,200
cut,this,200
cut,dog,201
cut,breathing,201
cut,dog,202
cut,impression,202
cut,dog,203
cut,sounds,203
cut,don't,204
cut,know,204
cut,drinking,205
cut,drums,206
cut,eat,207
cut,eating,208
cut,empty,209
cut,water,209
cut,gun,209
cut,erasing,210
cut,with,210
cut,rubber,210
cut,"excited,",211
cut,tired,211
cut,exercising,212
cut,exertion,213
cut,exhaustion,214
cut,faster,215
cut,ficfiuctick,216
cut,fire,217
cut,firing,218
cut,the,218
cut,lighter?,218
cut,flick,219
cut,flickering,220
cut,flicking,221
cut,pages,221
cut,flint,222
cut,and,222
cut,steel,222
cut,follow,223
cut,me,223
cut,frikitfrikitfrikit,224
cut,fumigate,225
cut,gasping,226
cut,get,227
cut,back,227
cut,gggagggagga,228
cut,giving,229
cut,cards,229
cut,go,230
cut,away,230
cut,grater,231
cut,grunt,232
cut,grunting,233
cut,grunting,234
cut,mad,234
cut,gunfire,235
cut,guttural,236
cut,sound,236
cut,hacksaw,237
cut,heaving,238
cut,heavy,239
cut,breathing,239
cut,hiss,240
cut,hit,241
cut,smthing,241
cut,hog,242
cut,hoherhoherhah,243
cut,horse,244
cut,huh-ah,245
cut,huh-ah,245
cut,huh,245
cut,hurry,246
cut,hurts,247
cut,huuu,248
cut,aa,248
cut,huuu,248
cut,aa,248
cut,huuu,248
cut,i,249
cut,dont,249
cut,know,249
cut,impatient,250
cut,inflator,251
cut,irrigation,252
cut,systems,252
cut,jajajaoh,253
cut,kgokgokgo,254
cut,khu,255
cut,khu,255
cut,khu,255
cut,knock,256
cut,knocking,257
cut,lags,258
cut,leafes,259
cut,light,260
cut,a,260
cut,match,260
cut,light,261
cut,brushes,261
cut,against,261
cut,a,261
cut,smooth,261
cut,surface,261
cut,lighter,262
cut,lighter,263
cut,flicker,263
cut,lighter,264
cut,sound,264
cut,lighting,265
cut,a,265
cut,lighter,265
cut,lighting,266
cut,fire,266
cut,lip,267
cut,sound,267
cut,make,268
cut,fun,268
cut,make,269
cut,the,269
cut,tip,269
cut,making,270
cut,pig,270
cut,matches,271
cut,mmrmmr,272
cut,mouse,273
cut,mouse,274
cut,eating,274
cut,mouth,275
cut,sounds,275
cut,moving,276
cut,things,276
cut,music?,277
cut,negation,278
cut,noise,279
cut,with,279
cut,teeth,279
cut,nose,280
cut,check,280
cut,nothing,281
cut,open,282
cut,open,283
cut,can,283
cut,open,284
cut,something,284
cut,opening,285
cut,a,285
cut,can,285
cut,opening,286
cut,bottle,286
cut,opening,287
cut,can,287
cut,opening,288
cut,sodas,288
cut,openning,289
cut,cans,289
cut,out,290
cut,of,290
cut,breath,290
cut,paging,291
cut,panic,292
cut,panting,293
cut,patting,294
cut,something,294
cut,pay,295
cut,attention,295
cut,peeling,296
cut,pft,297
cut,pft,297
cut,pft,297
cut,noise,297
cut,(like,297
cut,flicking,297
cut,something),297
cut,pig,298
cut,pig,299
cut,grunt,299
cut,pig,300
cut,snorting,300
cut,pig,301
cut,sound,301
cut,play,302
cut,guns,302
cut,playing,303
cut,point,304
cut,this,304
cut,ptptptpt,305
cut,pupping,306
cut,tires,306
cut,quick,307
cut,quick,308
cut,steps,308
cut,r,309
cut,rru,309
cut,repeated,310
cut,sound,310
cut,roa,311
cut,roa,311
cut,roa,311
cut,running,312
cut,saw,313
cut,sawing,314
cut,scared,315
cut,breathing,315
cut,scary,316
cut,panting,316
cut,schllk,317
cut,schllk,317
cut,schllk,317
cut,(shears),317
cut,scissor,318
cut,scissors,319
cut,scissors,320
cut,cutting,320
cut,scrape,321
cut,scrape,322
cut,something,322
cut,scraping,323
cut,scratch,324
cut,scratching,325
cut,scratching,326
cut,a,326
cut,match,326
cut,scrath,327
cut,scratch,327
cut,scrubbing,328
cut,see-sawing,329
cut,something,329
cut,shake,330
cut,shaking,331
cut,something,331
cut,"sharp,",332
cut,cutting,332
cut,sharpening,333
cut,shaving,334
cut,shh,335
cut,shh,335
cut,shh,335
cut,sh,335
cut,shootgun,336
cut,shotgun,337
cut,reload,337
cut,shwoosing,338
cut,sick,339
cut,sigh,340
cut,silence,341
cut,silent?,342
cut,sleep,343
cut,sleeping,344
cut,slice,345
cut,snap,346
cut,snarfl,347
cut,snarfl,347
cut,sneezing,348
cut,snip,349
cut,"snip,",350
cut,cut,350
cut,snore,351
cut,snoring,352
cut,snoring,353
cut,fast,353
cut,track,353
cut,snoring,354
cut,loud,354
cut,snort,355
cut,snort,356
cut,or,356
cut,snore,356
cut,snort,357
cut,snort,357
cut,snort,357
cut,snorting,358
cut,snorting,359
cut,dog,359
cut,soda,360
cut,soda,361
cut,can,361
cut,opening,361
cut,sound,362
cut,sound,363
cut,from,363
cut,a,363
cut,boar,363
cut,spider,364
cut,spitting,365
cut,splashing,366
cut,spray,367
cut,spray,368
cut,bottle,368
cut,spraying,369
cut,sprinkler,370
cut,squirrel,371
cut,stamps,372
cut,staple,373
cut,stapling,374
cut,start,375
cut,a,375
cut,fire,375
cut,step,376
cut,steps,377
cut,struggling,378
cut,suq...suq...suqe,379
cut,sweep,380
cut,swiping,381
cut,swiping,382
cut,the,382
cut,air,382
cut,swoosh,383
cut,take,384
cut,notice,384
cut,taking,385
cut,taking,386
cut,deep,386
cut,breathes,386
cut,taking,387
cut,photos,387
cut,tapping,388
cut,territory,389
cut,mark,389
cut,th,390
cut,th,390
cut,th,390
cut,th,390
cut,thck,391
cut,thck,391
cut,thck,391
cut,throat,392
cut,clearing,392
cut,tic,393
cut,tic,393
cut,tic,393
cut,tick,394
cut,tick,395
cut,tick,395
cut,ticking,396
cut,ticking,397
cut,clock,397
cut,tik,398
cut,tok,398
cut,sound,398
cut,time,399
cut,tik,399
cut,tiping,400
cut,on,400
cut,computer,400
cut,tipping,401
cut,tired,402
cut,tired,403
cut,dog,403
cut,tired,404
cut,from,404
cut,running,404
cut,tiredness,405
cut,tishp,406
cut,tishp,406
cut,tishp,406
cut,to,407
cut,cancel,407
cut,to,408
cut,cut,408
cut,towards,409
cut,pig,409
cut,train,410
cut,train,411
cut,rolling,411
cut,along,411
cut,try,412
cut,harder,412
cut,tsc,413
cut,tsc,413
cut,tschtschtsch,414
